,Name,Sex,Age,Height,Weight,Team,Games,Year,Sport,Event,Medal
15663,Ivan Vitalyevich Nifontov,M,25.0,172.0,81.0,Russia,2012 Summer,2012,Judo,Judo Men's Half-Middleweight,Bronze
15664,"Robert Daniel ""Danny"" Nightingale",M,22.0,177.0,67.0,Great Britain,1976 Summer,1976,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
15665,Vincent Paul Nihill,M,25.0,180.0,66.0,Great Britain,1964 Summer,1964,Athletics,Athletics Men's 50 kilometres Walk,Silver
15666,Vilho Aleksander Niittymaa,M,27.0,179.0,80.0,Finland,1924 Summer,1924,Athletics,Athletics Men's Discus Throw,Silver
15667,"Gerhardus Marinus Maria ""Gerard"" Nijboer",M,24.0,182.0,70.0,Netherlands,1980 Summer,1980,Athletics,Athletics Men's Marathon,Silver
15668,Boris Nik'it'ini,M,18.0,176.0,72.0,Soviet Union,1956 Summer,1956,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
15669,Aleksey Vladimirovich Nikanchikov,M,28.0,193.0,89.0,Soviet Union,1968 Summer,1968,Fencing,"Fencing Men's epee, Team",Silver
15670,Slobodan Niki,M,21.0,197.0,106.0,Serbia and Montenegro,2004 Summer,2004,Water Polo,Water Polo Men's Water Polo,Silver
15671,Slobodan Niki,M,29.0,197.0,106.0,Serbia,2012 Summer,2012,Water Polo,Water Polo Men's Water Polo,Bronze
15672,Slobodan Niki,M,33.0,197.0,106.0,Serbia,2016 Summer,2016,Water Polo,Water Polo Men's Water Polo,Gold
15673,Svetlana Dmitriyevna Nikishina (-Kunysheva),F,21.0,174.0,72.0,Soviet Union,1980 Summer,1980,Volleyball,Volleyball Women's Volleyball,Gold
15674,Viktoriya Aleksandrovna Nikishina,F,23.0,174.0,68.0,Russia,2008 Summer,2008,Fencing,"Fencing Women's Foil, Team",Gold
15675,Igor Ivanovich Nikitin,M,28.0,175.0,99.0,Soviet Union,1980 Summer,1980,Weightlifting,Weightlifting Men's Heavyweight I,Silver
15676,Vladimir Olegovich Nikitin,M,26.0,165.0,56.0,Russia,2016 Summer,2016,Boxing,Boxing Men's Bantamweight,Bronze
15677,Yuriy Viktorovych Nikitin,M,26.0,172.0,62.0,Ukraine,2004 Summer,2004,Trampolining,Trampolining Men's Individual,Gold
15678,Jouko Yrj Nikkanen,M,21.0,182.0,77.0,Finland,1936 Summer,1936,Athletics,Athletics Men's Javelin Throw,Silver
15679,Elmer Konstantin Niklander,M,22.0,185.0,79.0,Finland,1912 Summer,1912,Athletics,"Athletics Men's Shot Put, Both Hands",Bronze
15680,Elmer Konstantin Niklander,M,22.0,185.0,79.0,Finland,1912 Summer,1912,Athletics,"Athletics Men's Discus Throw, Both Hands",Silver
15681,Elmer Konstantin Niklander,M,30.0,185.0,79.0,Finland,1920 Summer,1920,Athletics,Athletics Men's Shot Put,Silver
15682,Elmer Konstantin Niklander,M,30.0,185.0,79.0,Finland,1920 Summer,1920,Athletics,Athletics Men's Discus Throw,Gold
15683,Alexandros Nikolaidis,M,24.0,201.0,103.5,Greece,2004 Summer,2004,Taekwondo,Taekwondo Men's Heavyweight,Silver
15684,Alexandros Nikolaidis,M,28.0,201.0,103.5,Greece,2008 Summer,2008,Taekwondo,Taekwondo Men's Heavyweight,Silver
15685,Marharyta Mykolavna Nikolaieva (Petrova-),F,24.0,159.0,55.0,Soviet Union,1960 Summer,1960,Gymnastics,Gymnastics Women's Team All-Around,Gold
15686,Marharyta Mykolavna Nikolaieva (Petrova-),F,24.0,159.0,55.0,Soviet Union,1960 Summer,1960,Gymnastics,Gymnastics Women's Horse Vault,Gold
15687,Michael Nikolay,M,19.0,175.0,65.0,East Germany,1976 Summer,1976,Gymnastics,Gymnastics Men's Team All-Around,Bronze
15688,Michael Nikolay,M,19.0,175.0,65.0,East Germany,1976 Summer,1976,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
15689,Michael Nikolay,M,23.0,175.0,65.0,East Germany,1980 Summer,1980,Gymnastics,Gymnastics Men's Team All-Around,Silver
15690,Michael Nikolay,M,23.0,175.0,65.0,East Germany,1980 Summer,1980,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
15691,Gennady Nikolayevich Nikolayev,M,20.0,190.0,84.0,Soviet Union,1956 Summer,1956,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
15692,Olga Viktorovna Nikolayeva,F,32.0,190.0,74.0,Russia,2004 Summer,2004,Volleyball,Volleyball Women's Volleyball,Silver
15693,Yelena Nikolayevna Nikolayeva (Kuznetsova-),F,26.0,164.0,58.0,Unified Team,1992 Summer,1992,Athletics,Athletics Women's 10 kilometres Walk,Silver
15694,Yelena Nikolayevna Nikolayeva (Kuznetsova-),F,30.0,164.0,58.0,Russia,1996 Summer,1996,Athletics,Athletics Women's 10 kilometres Walk,Gold
15695,Jelena Nikoli,F,34.0,194.0,79.0,Serbia,2016 Summer,2016,Volleyball,Volleyball Women's Volleyball,Silver
15696,Jovica Nikoli,M,25.0,187.0,86.0,Yugoslavia,1984 Summer,1984,Football,Football Men's Football,Bronze
15697,Aleksandar D. Nikolov,M,24.0,182.0,81.0,Bulgaria,1964 Summer,1964,Boxing,Boxing Men's Light-Heavyweight,Bronze
15698,Andon Nikolov,M,21.0,182.0,89.0,Bulgaria,1972 Summer,1972,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
15699,Mincho Nikolov,M,27.0,182.0,84.0,Bulgaria,1980 Summer,1980,Rowing,Rowing Men's Quadruple Sculls,Bronze
15700,Ognyan Velikov Nikolov,M,23.0,157.0,48.0,Bulgaria,1972 Summer,1972,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver
15701,Stoyan Nikolov Ivanov,M,27.0,182.0,90.0,Bulgaria,1976 Summer,1976,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
15702,Todor Krastev Nikolov,M,23.0,182.0,72.0,Bulgaria,1968 Summer,1968,Football,Football Men's Football,Silver
15703,Valentina Gennadyevna Nikonova,F,24.0,170.0,63.0,Soviet Union,1976 Summer,1976,Fencing,"Fencing Women's Foil, Team",Gold
15704,Rohullah Nikpai,M,21.0,183.0,63.0,Afghanistan,2008 Summer,2008,Taekwondo,Taekwondo Men's Flyweight,Bronze
15705,Rohullah Nikpai,M,25.0,183.0,63.0,Afghanistan,2012 Summer,2012,Taekwondo,Taekwondo Men's Featherweight,Bronze
15706,Igor Yuryevich Nikulin,M,31.0,191.0,105.0,Unified Team,1992 Summer,1992,Athletics,Athletics Men's Hammer Throw,Bronze
15707,Sergey Nikolayevich Nikulin,M,29.0,173.0,71.0,Soviet Union,1980 Summer,1980,Football,Football Men's Football,Bronze
15708,Marina Anatolyevna Nikulina-Pankova,F,25.0,180.0,78.0,Soviet Union,1988 Summer,1988,Volleyball,Volleyball Women's Volleyball,Gold
15709,Marina Anatolyevna Nikulina-Pankova,F,29.0,180.0,78.0,Unified Team,1992 Summer,1992,Volleyball,Volleyball Women's Volleyball,Silver
15710,Patrick Joseph Nilan,M,23.0,172.0,67.0,Australia,1964 Summer,1964,Hockey,Hockey Men's Hockey,Bronze
15711,Patrick Joseph Nilan,M,27.0,172.0,67.0,Australia,1968 Summer,1968,Hockey,Hockey Men's Hockey,Silver
15712,Alexandru Nilca,M,30.0,180.0,74.0,Romania,1976 Summer,1976,Fencing,"Fencing Men's Sabre, Team",Bronze
15713,Jeanette Nilsen,F,28.0,181.0,78.0,Norway,2000 Summer,2000,Handball,Handball Women's Handball,Bronze
15714,Andreas Oliver Nilsson,M,22.0,197.0,114.0,Sweden,2012 Summer,2012,Handball,Handball Men's Handball,Silver
15715,Arto Harald Nilsson,M,20.0,176.0,64.0,Finland,1968 Summer,1968,Boxing,Boxing Men's Light-Welterweight,Bronze
15716,"David Wayne ""Dave"" Nilsson",M,34.0,193.0,110.0,Australia,2004 Summer,2004,Baseball,Baseball Men's Baseball,Silver
15717,Hans Henrik Nilsson,M,24.0,190.0,86.0,Sweden,2000 Summer,2000,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
15718,Hans Henrik Nilsson,M,28.0,190.0,86.0,Sweden,2004 Summer,2004,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
15719,Sven Otto Nilsson,M,28.0,180.0,76.0,Sweden,1908 Summer,1908,Athletics,Athletics Men's Javelin Throw,Bronze
15720,Stefan Nimke,M,22.0,186.0,94.0,Germany,2000 Summer,2000,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
15721,Stefan Nimke,M,26.0,186.0,94.0,Germany,2004 Summer,2004,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
15722,Stefan Nimke,M,26.0,186.0,94.0,Germany,2004 Summer,2004,Cycling,Cycling Men's Team Sprint,Gold
15723,Stefan Nimke,M,30.0,186.0,94.0,Germany,2008 Summer,2008,Cycling,Cycling Men's Team Sprint,Bronze
15724,Ivan Ninevi,M,30.0,184.0,88.0,Croatia,2012 Summer,2012,Handball,Handball Men's Handball,Bronze
15725,Kazuhiro Ninomiya,M,29.0,190.0,93.0,Japan,1976 Summer,1976,Judo,Judo Men's Half-Heavyweight,Gold
15726,Violeta Nikolaeva Ninova-Yordanova,F,25.0,178.0,75.0,Bulgaria,1988 Summer,1988,Rowing,Rowing Women's Double Sculls,Bronze
15727,Gnonsiane Niombla,F,26.0,172.0,69.0,France,2016 Summer,2016,Handball,Handball Women's Handball,Silver
15728,Daniel Nipkow,M,30.0,180.0,68.0,Switzerland,1984 Summer,1984,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
15729,Masafumi Nishi,M,31.0,169.0,66.0,Japan,1992 Summer,1992,Baseball,Baseball Men's Baseball,Bronze
15730,Shuhei Nishida,M,22.0,176.0,61.0,Japan,1932 Summer,1932,Athletics,Athletics Men's Pole Vault,Silver
15731,Shuhei Nishida,M,26.0,176.0,61.0,Japan,1936 Summer,1936,Athletics,Athletics Men's Pole Vault,Silver
15732,Daisuke Nishikawa,M,18.0,163.0,58.0,Japan,1988 Summer,1988,Gymnastics,Gymnastics Men's Team All-Around,Bronze
15733,Daisuke Nishikawa,M,22.0,163.0,58.0,Japan,1992 Summer,1992,Gymnastics,Gymnastics Men's Team All-Around,Bronze
15734,Kei Nishikori,M,26.0,178.0,74.0,Japan,2016 Summer,2016,Tennis,Tennis Men's Singles,Bronze
15735,Tetsuo Nishimoto,M,21.0,190.0,86.0,Japan,1972 Summer,1972,Volleyball,Volleyball Men's Volleyball,Gold
15736,Motoki Nishimura,M,25.0,185.0,115.0,Japan,1972 Summer,1972,Judo,Judo Men's Heavyweight,Bronze
15737,Kazutaka Nishiyama,M,21.0,183.0,80.0,Japan,1992 Summer,1992,Baseball,Baseball Men's Baseball,Bronze
15738,Masashi Nishiyama,M,27.0,178.0,90.0,Japan,2012 Summer,2012,Judo,Judo Men's Middleweight,Bronze
15739,Rei Nishiyama,F,24.0,167.0,62.0,Japan,2008 Summer,2008,Softball,Softball Women's Softball,Gold
15740,Maureen Roxane Nelly Nisima,F,23.0,165.0,63.0,France,2004 Summer,2004,Fencing,"Fencing Women's epee, Individual",Bronze
15741,Maureen Roxane Nelly Nisima,F,23.0,165.0,63.0,France,2004 Summer,2004,Fencing,"Fencing Women's epee, Team",Bronze
15742,Mirko Niovi,M,23.0,182.0,83.0,Yugoslavia,1984 Summer,1984,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
15743,Mirko Niovi,M,23.0,182.0,83.0,Yugoslavia,1984 Summer,1984,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
15744,Steliana Nistor,F,18.0,149.0,43.0,Romania,2008 Summer,2008,Gymnastics,Gymnastics Women's Team All-Around,Bronze
15745,Carola Nitschke (-Beraktschjan),F,14.0,172.0,62.0,East Germany,1976 Summer,1976,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
15746,Leonard Harvey Nitz,M,27.0,180.0,75.0,United States,1984 Summer,1984,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
15747,Leonard Harvey Nitz,M,27.0,180.0,75.0,United States,1984 Summer,1984,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
15748,Niu Jianfeng,F,23.0,164.0,51.0,China-2,2004 Summer,2004,Table Tennis,Table Tennis Women's Doubles,Bronze
15749,Niu Zhiyuan,M,26.0,171.0,80.0,China,2000 Summer,2000,Shooting,"Shooting Men's Running Target, 10 metres",Bronze
15750,Koki Niwa,M,21.0,162.0,51.0,Japan,2016 Summer,2016,Table Tennis,Table Tennis Men's Team,Silver
15751,Jayson Truett Edward Nix,M,25.0,180.0,89.0,United States,2008 Summer,2008,Baseball,Baseball Men's Baseball,Bronze
15752,Sunder Lamont Nix,M,22.0,175.0,65.0,United States,1984 Summer,1984,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
15753,Marat Atayevich Niyazov,M,26.0,176.0,73.0,Soviet Union,1960 Summer,1960,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
15754,Adilbek Sabitovich Niyazymbetov,M,23.0,180.0,81.0,Kazakhstan,2012 Summer,2012,Boxing,Boxing Men's Light-Heavyweight,Silver
15755,Adilbek Sabitovich Niyazymbetov,M,27.0,180.0,81.0,Kazakhstan,2016 Summer,2016,Boxing,Boxing Men's Light-Heavyweight,Silver
15756,Bolat Kenesbekovich Niyazymbetov,M,23.0,172.0,63.0,Kazakhstan,1996 Summer,1996,Boxing,Boxing Men's Light-Welterweight,Bronze
15757,Vnuste Niyongabo,M,22.0,176.0,60.0,Burundi,1996 Summer,1996,Athletics,"Athletics Men's 5,000 metres",Gold
15758,Francine Niyonsaba,F,23.0,166.0,60.0,Burundi,2016 Summer,2016,Athletics,Athletics Women's 800 metres,Silver
15759,Denis Gennadyevich Nizhegorodov,M,24.0,174.0,63.0,Russia,2004 Summer,2004,Athletics,Athletics Men's 50 kilometres Walk,Silver
15760,Denis Gennadyevich Nizhegorodov,M,28.0,174.0,63.0,Russia,2008 Summer,2008,Athletics,Athletics Men's 50 kilometres Walk,Bronze
15761,Ogonna Nneka Nnamani,F,25.0,185.0,80.0,United States,2008 Summer,2008,Volleyball,Volleyball Women's Volleyball,Silver
15762,No Gyeong-Seon,M,24.0,159.0,60.0,South Korea,1988 Summer,1988,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
15763,No Hyeon-Seok,M,21.0,185.0,85.0,South Korea,1988 Summer,1988,Handball,Handball Men's Handball,Silver
15764,Angelika Noack,F,25.0,177.0,83.0,East Germany,1976 Summer,1976,Rowing,Rowing Women's Coxless Pairs,Silver
15765,Angelika Noack,F,29.0,177.0,83.0,East Germany,1980 Summer,1980,Rowing,Rowing Women's Coxed Fours,Gold
15766,Marianne Noack (-Paulick),F,17.0,158.0,40.0,East Germany,1968 Summer,1968,Gymnastics,Gymnastics Women's Team All-Around,Bronze
15767,Patricia Noall (-Lauzon),F,18.0,173.0,60.0,Canada,1988 Summer,1988,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
15768,Cindy Jo Noble (-Hauserman),F,25.0,195.0,75.0,United States,1984 Summer,1984,Basketball,Basketball Women's Basketball,Gold
15769,Zofia Noceti-Klepacka,F,26.0,170.0,59.0,Poland,2012 Summer,2012,Sailing,Sailing Women's Windsurfer,Bronze
15770,Andrs Marcelo Nocioni Roux,M,24.0,201.0,102.0,Argentina,2004 Summer,2004,Basketball,Basketball Men's Basketball,Gold
15771,Andrs Marcelo Nocioni Roux,M,28.0,201.0,102.0,Argentina,2008 Summer,2008,Basketball,Basketball Men's Basketball,Bronze
15772,Christian Nol,M,19.0,185.0,77.0,France,1964 Summer,1964,Fencing,"Fencing Men's Foil, Team",Bronze
15773,Christian Nol,M,23.0,185.0,77.0,France,1968 Summer,1968,Fencing,"Fencing Men's Foil, Team",Gold
15774,Christian Nol,M,27.0,185.0,77.0,France,1972 Summer,1972,Fencing,"Fencing Men's Foil, Individual",Bronze
15775,Christian Nol,M,27.0,185.0,77.0,France,1972 Summer,1972,Fencing,"Fencing Men's Foil, Team",Bronze
15776,Christian Nol,M,31.0,185.0,77.0,France,1976 Summer,1976,Fencing,"Fencing Men's Foil, Team",Bronze
15777,Ferenc Ngrdi (Neuwirth-),M,23.0,172.0,66.0,Hungary,1964 Summer,1964,Football,Football Men's Football,Gold
15778,Mizuki Noguchi,F,26.0,150.0,40.0,Japan,2004 Summer,2004,Athletics,Athletics Women's Marathon,Gold
15779,Yasuhiro Noguchi,M,26.0,186.0,75.0,Japan,1972 Summer,1972,Volleyball,Volleyball Men's Volleyball,Gold
15780,Miguel Noguer Castellvi,M,23.0,187.0,86.0,Spain,1980 Summer,1980,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
15781,Masahiro Nojima,M,24.0,174.0,72.0,Japan,1996 Summer,1996,Baseball,Baseball Men's Baseball,Silver
15782,Jrgen Nldner,M,23.0,175.0,76.0,Germany,1964 Summer,1964,Football,Football Men's Football,Bronze
15783,Maike Nollen,F,26.0,174.0,65.0,Germany,2004 Summer,2004,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
15784,Tadahiro Nomura,M,21.0,164.0,60.0,Japan,1996 Summer,1996,Judo,Judo Men's Extra-Lightweight,Gold
15785,Tadahiro Nomura,M,25.0,164.0,60.0,Japan,2000 Summer,2000,Judo,Judo Men's Extra-Lightweight,Gold
15786,Tadahiro Nomura,M,29.0,164.0,60.0,Japan,2004 Summer,2004,Judo,Judo Men's Extra-Lightweight,Gold
15787,Toyokazu Nomura,M,23.0,163.0,69.0,Japan,1972 Summer,1972,Judo,Judo Men's Half-Middleweight,Gold
15788,Nong Qunhua,F,26.0,165.0,55.0,China-1,1992 Summer,1992,Badminton,Badminton Women's Doubles,Silver
15789,"Franjo ""Frane"" Nonkovi",M,29.0,179.0,82.0,Yugoslavia,1964 Summer,1964,Water Polo,Water Polo Men's Water Polo,Silver
15790,Helmut Nonn,M,23.0,180.0,79.0,Germany,1956 Summer,1956,Hockey,Hockey Men's Hockey,Bronze
15791,Erki Nool,M,30.0,184.0,84.0,Estonia,2000 Summer,2000,Athletics,Athletics Men's Decathlon,Gold
15792,Daniel Noonan,M,32.0,187.0,90.0,Australia,2012 Summer,2012,Rowing,Rowing Men's Quadruple Sculls,Bronze
15793,Alessandro Nora,M,29.0,191.0,85.0,Italy,2016 Summer,2016,Water Polo,Water Polo Men's Water Polo,Bronze
15794,Kathleen Nord (-Schwartz),F,22.0,176.0,65.0,East Germany,1988 Summer,1988,Swimming,Swimming Women's 200 metres Butterfly,Gold
15795,Georg Julius Wilhelm Nordblad,M,29.0,180.0,75.0,Finland,1924 Summer,1924,Shooting,"Shooting Men's Trap, Team",Bronze
15796,Bente Nordby,F,21.0,169.0,62.0,Norway,1996 Summer,1996,Football,Football Women's Football,Bronze
15797,Bente Nordby,F,26.0,169.0,62.0,Norway,2000 Summer,2000,Football,Football Women's Football,Gold
15798,Peter W. Nordell,M,22.0,198.0,93.0,United States,1988 Summer,1988,Rowing,Rowing Men's Coxed Eights,Bronze
15799,"Elina Elisabeth ""Lisa"" Nordn",F,27.0,176.0,60.0,Sweden,2012 Summer,2012,Triathlon,Triathlon Women's Olympic Distance,Silver
15800,Sara Maria Evelina Nordenstam,F,25.0,169.0,70.0,Norway,2008 Summer,2008,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
15801,Wolfgang Nordwig,M,25.0,184.0,73.0,East Germany,1968 Summer,1968,Athletics,Athletics Men's Pole Vault,Bronze
15802,Wolfgang Nordwig,M,28.0,184.0,73.0,East Germany,1972 Summer,1972,Athletics,Athletics Men's Pole Vault,Gold
15803,Kristine Lee Norelius,F,27.0,185.0,76.0,United States,1984 Summer,1984,Rowing,Rowing Women's Coxed Eights,Gold
15804,Maurice Marcel Jacques Norland,M,22.0,166.0,57.0,France,1924 Summer,1924,Athletics,"Athletics Men's Cross-Country, Team",Bronze
15805,Peter George Norman,M,26.0,178.0,73.0,Australia,1968 Summer,1968,Athletics,Athletics Men's 200 metres,Silver
15806,Kirstin Normand,F,26.0,172.0,68.0,Canada,2000 Summer,2000,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
15807,Omid Haji Norouzi,M,26.0,175.0,70.0,Iran,2012 Summer,2012,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
15808,Harald Norpoth,M,22.0,184.0,62.0,Germany,1964 Summer,1964,Athletics,"Athletics Men's 5,000 metres",Silver
15809,Peer Norrbohm (Nielsen-),M,22.0,179.0,79.0,Denmark,1964 Summer,1964,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
15810,Justin Neville Norris,M,20.0,185.0,82.0,Australia,2000 Summer,2000,Swimming,Swimming Men's 200 metres Butterfly,Bronze
15811,Lowell Orton North,M,34.0,183.0,82.0,Aphrodite,1964 Summer,1964,Sailing,Sailing Mixed Three Person Keelboat,Bronze
15812,Lowell Orton North,M,38.0,183.0,82.0,United States,1968 Summer,1968,Sailing,Sailing Mixed Two Person Keelboat,Gold
15813,"William Herbert ""Bill"" Northam",M,59.0,183.0,81.0,Barrenjoey,1964 Summer,1964,Sailing,Sailing Mixed 5.5 metres,Gold
15814,"Douglas Dale ""Doug"" Northway",M,17.0,180.0,65.5,United States,1972 Summer,1972,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
15815,"Douglas Dale ""Doug"" Northway",M,21.0,180.0,65.5,United States,1976 Summer,1976,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
15816,"Daniel James ""Dan"" Norton",M,28.0,180.0,85.0,Great Britain,2016 Summer,2016,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
15817,Emerson Carlysle Norton,M,23.0,184.0,79.0,United States,1924 Summer,1924,Athletics,Athletics Men's Decathlon,Silver
15818,John Kelley Norton,M,27.0,183.0,93.0,United States,1920 Summer,1920,Athletics,Athletics Men's 400 metres Hurdles,Silver
15819,"Piet ""Pietie"" Norval",M,22.0,183.0,76.0,South Africa,1992 Summer,1992,Tennis,Tennis Men's Doubles,Silver
15820,Guy Fernand Nosbaum,M,30.0,182.0,78.0,France,1960 Summer,1960,Rowing,Rowing Men's Coxed Fours,Silver
15821,Seiki Nose,M,31.0,176.0,86.0,Japan,1984 Summer,1984,Judo,Judo Men's Middleweight,Bronze
15822,Ern Nosk,M,23.0,178.0,70.0,Hungary,1968 Summer,1968,Football,Football Men's Football,Gold
15823,Dmitry Yuryevich Nosov,M,24.0,176.0,175.0,Russia,2004 Summer,2004,Judo,Judo Men's Half-Middleweight,Bronze
15824,Keith Ireland Notary,M,32.0,170.0,66.0,United States,1992 Summer,1992,Sailing,Sailing Mixed Multihull,Silver
15825,Anke Nothnagel-von Seck,F,22.0,174.0,70.0,East Germany,1988 Summer,1988,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
15826,Anke Nothnagel-von Seck,F,22.0,174.0,70.0,East Germany,1988 Summer,1988,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
15827,Anke Nothnagel-von Seck,F,25.0,174.0,70.0,Germany,1992 Summer,1992,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
15828,Anke Nothnagel-von Seck,F,25.0,174.0,70.0,Germany,1992 Summer,1992,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
15829,"Martin Wayne ""Marty"" Nothstein",M,25.0,187.0,96.0,United States,1996 Summer,1996,Cycling,Cycling Men's Sprint,Silver
15830,"Martin Wayne ""Marty"" Nothstein",M,29.0,187.0,96.0,United States,2000 Summer,2000,Cycling,Cycling Men's Sprint,Gold
15831,Tara Lee Nott-Cunningham,F,28.0,154.0,48.0,United States,2000 Summer,2000,Weightlifting,Weightlifting Women's Flyweight,Gold
15832,Dezs Novk,M,21.0,174.0,78.0,Hungary,1960 Summer,1960,Football,Football Men's Football,Bronze
15833,Dezs Novk,M,25.0,174.0,78.0,Hungary,1964 Summer,1964,Football,Football Men's Football,Gold
15834,Dezs Novk,M,29.0,174.0,78.0,Hungary,1968 Summer,1968,Football,Football Men's Football,Gold
15835,Ferenc Novk,M,31.0,175.0,77.0,Hungary,2000 Summer,2000,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
15836,Norbert Nvnyi (Nottny),M,23.0,190.0,103.0,Hungary,1980 Summer,1980,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
15837,Louis Noverraz,M,66.0,179.0,78.0,Switzerland,1968 Summer,1968,Sailing,Sailing Mixed 5.5 metres,Silver
15838,Voldemaras Novickis,M,24.0,186.0,103.0,Soviet Union,1980 Summer,1980,Handball,Handball Men's Handball,Silver
15839,Voldemaras Novickis,M,32.0,186.0,103.0,Soviet Union,1988 Summer,1988,Handball,Handball Men's Handball,Gold
15840,Anatoliy Terentiyovych Novikov,M,25.0,174.0,70.0,Soviet Union,1972 Summer,1972,Judo,Judo Men's Half-Middleweight,Bronze
15841,Igor Novikov,M,27.0,183.0,75.0,Soviet Union,1956 Summer,1956,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
15842,Igor Novikov,M,30.0,183.0,75.0,Soviet Union,1960 Summer,1960,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
